repo_names,name,react_1,react_3,react_5,react_6,react_7,react_9,react_11,react_12,react_14,react_23,react_26,react_30,react_31,react_36,react_43,react_54,react_59,react_67,react_70,react_72,react_73,react_74,react_78,react_79,react_80,react_81,react_84,react_89,react_94,react_97,react_99,react_101,sustainability_score
RVC-Boss/GPT-SoVITS,GPT-SoVITS,True,3,True,False,0,False,0,True,67.35221096096096,0,False,False,1,0,1,3,1,0,False,3.6,False,False,True,1,0.4,True,0.75,False,False,True,0,True,60.2342
vllm-project/vllm,vllm,True,3,True,True,1,False,0,True,10.1681330749354,0,False,True,1,0,1,3,1,0,False,4.0,False,False,False,1,0.6000000000000001,True,4.0,True,True,True,0,False,79.9781
microsoft/autogen,autogen,True,4,True,True,0,False,0,False,24.14152777777777,0,False,True,1,0,2,3,1,0,True,4.0,True,False,True,1,0.7000000000000001,True,3.5,False,False,True,1,False,79.9452
THUDM/ChatGLM-6B,ChatGLM-6B,False,1,True,False,0,False,0,True,28.15829931972789,0,False,False,1,0,1,1,1,0,False,3.875,False,False,False,1,0.4,True,0.0,False,False,True,0,False,27.7349
hpcaitech/ColossalAI,ColossalAI,False,3,True,True,1,False,0,True,170.28833333333333,0,True,True,1,0,1,2,1,0,True,3.1428571428571432,True,False,True,1,0.6000000000000001,True,2.5,False,False,True,1,False,64.5527
Stability-AI/stablediffusion,stablediffusion,False,1,False,False,0,False,0,True,98.02720679012346,0,False,False,1,1,1,3,1,0,True,3.714285714285714,False,False,False,1,0.4,True,1.0,False,False,True,0,True,23.4535
mingrammer/diagrams,diagrams,True,2,True,True,0,False,0,True,1247.2621448087432,0,True,True,1,0,1,4,1,0,False,3.583333333333333,True,True,True,1,0.6000000000000001,True,1.5,False,True,True,1,False,59.0524
apachecn/ailearning,ailearning,False,2,True,True,0,False,0,False,32.1470749665328,0,False,False,1,0,1,3,1,0,True,3.0,False,False,True,1,0.2,True,0.0,False,True,True,1,False,15.9876
microsoft/markitdown,markitdown,True,1,True,True,0,False,0,True,97.80826118326118,0,True,True,1,0,2,3,1,0,False,3.0,True,False,True,1,0.5,True,1.0,False,True,True,1,False,67.8247
run-llama/llama_index,llama_index,True,2,True,False,0,False,0,True,25.794550120772943,0,True,True,1,0,1,4,1,0,True,3.5,True,False,True,1,0.7000000000000001,True,2.5,True,True,True,1,True,79.9671
psf/black,black,True,1,True,True,0,False,0,True,139.81779541446207,0,True,True,1,0,1,3,1,0,True,2.7,False,False,True,1,0.5,True,3.5,True,True,True,1,True,65.4619
apache/airflow,airflow,True,5,True,True,1,False,0,True,9.686075268817204,0,True,True,1,0,2,4,1,0,False,3.9,True,False,True,1,0.5,True,1.25,False,True,True,0,True,79.9671
chubin/cheat.sh,cheat.sh,False,2,True,False,0,False,0,True,515.1165568475452,0,True,True,1,0,1,4,1,0,False,4.142857142857142,True,False,False,1,0.5,True,0.25,False,True,True,0,True,17.2368
floodsung/Deep-Learning-Papers-Reading-Roadmap,Deep-Learning-Papers-Reading-Roadmap,True,1,True,False,0,False,0,False,2380.0523809523806,0,False,False,1,1,1,4,1,0,True,3.6875,True,True,True,1,0.4,True,0.0,False,False,True,0,False,3.2422
coqui-ai/TTS,TTS,True,1,False,True,1,False,0,False,53.3259537037037,0,True,False,1,1,1,4,1,0,False,3.25,False,False,True,1,0.7000000000000001,True,2.5,True,True,True,1,False,39.3529
streamlit/streamlit,streamlit,True,3,True,True,1,False,0,True,23.612854938271603,0,False,True,1,0,1,4,1,0,True,3.888888888888889,True,False,True,1,0.7000000000000001,True,3.25,False,True,True,0,True,79.9562
lm-sys/FastChat,FastChat,True,1,True,True,1,False,0,True,183.1619318181818,0,False,True,1,0,1,4,1,0,False,3.7,False,False,False,1,0.4,True,1.25,False,False,True,0,True,40.0416
LC044/WeChatMsg,WeChatMsg,True,1,True,False,0,False,0,True,7.909072580645161,0,False,False,0,0,0,1,0,0,False,3.444444444444444,False,False,True,0,0.2,True,0.0,False,False,True,1,False,22.2365
